"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
"56","admin.","single","secondary","no","-13","no","no","unknown","16","jun","52","3","-1","0","unknown","no"
"52","management","married","tertiary","no","2708","yes","no","cellular","20","nov","231","1","-1","0","unknown","no"
"39","admin.","divorced","secondary","no","-349","yes","no","unknown","5","may","611","2","-1","0","unknown","no"
"39","services","married","secondary","no","1323","yes","yes","telephone","16","jul","188","1","-1","0","unknown","no"
"56","admin.","divorced","secondary","no","-429","no","yes","cellular","19","nov","120","2","119","4","failure","no"
"31","blue-collar","single","secondary","no","116","yes","no","unknown","27","may","261","1","-1","0","unknown","no"
"34","management","single","tertiary","no","3","no","no","cellular","5","feb","16","5","-1","0","unknown","no"
"39","blue-collar","divorced","secondary","no","160","yes","no","unknown","30","may","151","2","-1","0","unknown","no"
"54","management","married","tertiary","no","2960","yes","no","cellular","20","nov","83","1","-1","0","unknown","no"
"32","admin.","married","secondary","no","51","yes","yes","cellular","14","jan","203","1","87","2","other","yes"
"41","self-employed","married","tertiary","no","6000","yes","no","cellular","18","nov","265","1","-1","0","unknown","no"
"36","technician","single","tertiary","no","162","yes","no","unknown","20","may","216","2","-1","0","unknown","no"
"31","management","single","tertiary","no","0","yes","no","unknown","23","may","391","1","-1","0","unknown","no"
"37","management","married","tertiary","no","156","no","no","cellular","19","nov","366","3","-1","0","unknown","yes"
"41","technician","married","secondary","no","10438","yes","no","telephone","15","jul","141","4","-1","0","unknown","no"
"38","technician","single","secondary","no","12926","yes","no","unknown","3","jun","280","1","-1","0","unknown","no"
"32","blue-collar","married","primary","no","329","yes","no","cellular","3","feb","321","1","-1","0","unknown","no"
"43","unemployed","married","secondary","no","775","no","no","cellular","16","dec","325","1","124","2","failure","no"
"48","blue-collar","married","primary","no","1757","yes","no","unknown","15","may","90","1","-1","0","unknown","no"
"43","blue-collar","married","secondary","no","-141","yes","yes","unknown","23","may","128","1","-1","0","unknown","no"
"47","management","married","tertiary","no","2820","no","no","unknown","20","jun","92","3","-1","0","unknown","no"
"45","admin.","married","secondary","no","638","yes","no","cellular","20","aug","75","9","-1","0","unknown","no"
"54","blue-collar","married","primary","no","258","no","no","telephone","25","may","86","1","88","1","failure","no"
"25","services","married","secondary","no","-97","yes","no","cellular","6","may","143","1","-1","0","unknown","no"
"39","technician","married","secondary","no","133","yes","no","cellular","14","may","84","4","352","4","other","no"
"43","blue-collar","married","primary","no","18","yes","no","cellular","14","may","131","2","370","3","other","no"
"36","blue-collar","married","primary","no","345","yes","no","cellular","20","apr","223","1","-1","0","unknown","no"
"36","blue-collar","married","primary","no","243","yes","yes","unknown","30","may","118","2","-1","0","unknown","no"
"40","self-employed","married","secondary","no","311","yes","no","unknown","20","may","723","2","-1","0","unknown","no"
"27","blue-collar","single","primary","no","497","yes","no","cellular","20","apr","255","2","272","1","other","no"
"57","technician","divorced","secondary","no","3105","yes","no","unknown","14","may","173","11","-1","0","unknown","no"
"34","technician","married","secondary","no","1641","yes","no","cellular","17","apr","380","1","-1","0","unknown","no"
"47","technician","married","secondary","no","3466","yes","no","cellular","11","jul","853","2","-1","0","unknown","yes"
"48","services","divorced","secondary","no","-276","yes","yes","cellular","13","may","674","1","-1","0","unknown","yes"
"46","blue-collar","married","secondary","no","209","yes","no","cellular","22","jul","126","4","-1","0","unknown","no"
"32","management","single","tertiary","no","111","yes","no","unknown","8","may","162","2","-1","0","unknown","no"
"33","services","married","primary","no","908","yes","yes","cellular","14","jul","184","2","-1","0","unknown","no"
"33","blue-collar","married","secondary","no","-53","yes","no","unknown","20","may","172","1","-1","0","unknown","no"
"42","management","married","tertiary","no","255","yes","yes","unknown","3","jun","238","2","-1","0","unknown","no"
"50","blue-collar","married","primary","no","61","yes","no","unknown","5","may","621","3","-1","0","unknown","no"
"52","entrepreneur","married","secondary","no","0","no","no","cellular","7","aug","82","2","-1","0","unknown","no"
"30","self-employed","single","tertiary","no","1495","no","no","cellular","6","aug","898","2","-1","0","unknown","no"
"63","unemployed","married","primary","no","0","no","no","telephone","30","nov","337","3","-1","0","unknown","no"
"35","technician","married","tertiary","no","712","yes","no","unknown","27","may","73","2","-1","0","unknown","no"
"48","management","married","tertiary","no","879","no","no","cellular","19","nov","136","3","-1","0","unknown","no"
"58","housemaid","divorced","primary","no","3858","no","no","telephone","29","jul","53","6","-1","0","unknown","no"
"37","services","married","secondary","no","1616","yes","no","cellular","28","jul","418","3","-1","0","unknown","no"
"35","technician","divorced","tertiary","no","1242","yes","no","cellular","29","jan","141","1","245","3","failure","no"
"50","blue-collar","married","primary","no","8000","yes","no","cellular","20","aug","221","10","-1","0","unknown","no"
"37","services","married","secondary","no","343","yes","yes","cellular","7","may","104","1","304","7","failure","no"
"46","blue-collar","married","secondary","no","6215","no","no","unknown","16","jun","155","1","-1","0","unknown","no"
"50","technician","married","primary","no","-315","no","yes","cellular","21","nov","61","7","136","1","failure","no"
"30","admin.","divorced","secondary","no","1320","yes","yes","cellular","5","may","122","3","362","1","failure","no"
"25","services","single","secondary","no","594","no","no","cellular","4","jun","89","2","-1","0","unknown","yes"
"37","technician","single","secondary","no","3","yes","no","cellular","8","aug","90","5","-1","0","unknown","no"
"33","blue-collar","divorced","primary","no","1022","yes","no","cellular","5","may","154","1","-1","0","unknown","no"
"43","blue-collar","married","primary","no","232","no","yes","cellular","15","may","45","1","-1","0","unknown","no"
"32","technician","married","secondary","no","560","no","no","cellular","6","aug","1044","4","-1","0","unknown","yes"
"44","management","single","secondary","no","813","no","no","cellular","26","aug","358","2","-1","0","unknown","no"
"35","technician","married","tertiary","no","703","no","no","cellular","20","apr","169","1","-1","0","unknown","no"
"28","admin.","married","secondary","no","1428","yes","no","cellular","16","apr","495","1","-1","0","unknown","no"
"47","services","divorced","secondary","no","-288","yes","no","unknown","28","may","107","7","-1","0","unknown","no"
"46","management","divorced","tertiary","no","3","yes","yes","cellular","5","aug","328","1","-1","0","unknown","no"
"25","self-employed","single","tertiary","no","42","yes","no","cellular","3","mar","320","1","-1","0","unknown","yes"
"57","retired","married","secondary","no","573","no","no","unknown","20","jun","53","11","-1","0","unknown","no"
"32","management","married","tertiary","no","1570","no","no","cellular","4","aug","156","1","-1","0","unknown","no"
"34","blue-collar","married","secondary","no","360","yes","no","unknown","21","may","66","2","-1","0","unknown","no"
"32","admin.","married","tertiary","no","284","yes","no","cellular","29","apr","717","3","-1","0","unknown","yes"
"38","management","single","tertiary","no","493","yes","no","cellular","11","may","553","1","367","7","failure","no"
"28","admin.","single","unknown","no","174","no","no","cellular","28","sep","184","1","-1","0","unknown","no"
"61","blue-collar","married","secondary","no","681","yes","no","telephone","19","aug","173","6","492","2","failure","no"
"32","management","married","tertiary","no","422","yes","no","cellular","3","feb","182","5","-1","0","unknown","no"
"36","management","single","tertiary","no","2163","no","no","cellular","5","jun","317","1","-1","0","unknown","no"
"26","blue-collar","married","primary","yes","-683","yes","yes","unknown","27","may","446","1","-1","0","unknown","no"
"48","management","married","tertiary","no","14530","yes","yes","telephone","29","jul","863","10","-1","0","unknown","no"
"33","services","married","secondary","yes","2","no","no","cellular","6","may","136","5","-1","0","unknown","no"
"33","management","single","tertiary","no","3143","no","no","cellular","29","jun","421","2","-1","0","unknown","yes"
"38","management","married","tertiary","no","484","yes","no","cellular","8","aug","173","8","-1","0","unknown","no"
"44","unemployed","married","tertiary","no","178","no","no","cellular","8","aug","126","2","-1","0","unknown","no"
"35","management","married","tertiary","no","3402","no","no","cellular","14","dec","269","1","194","2","failure","no"
"59","retired","single","secondary","no","351","yes","no","unknown","27","may","1063","5","-1","0","unknown","yes"
"40","technician","divorced","secondary","no","6","no","no","cellular","27","aug","26","16","-1","0","unknown","no"
"43","management","married","tertiary","no","149","yes","no","unknown","23","jun","662","2","-1","0","unknown","yes"
"37","admin.","married","primary","no","7208","no","no","unknown","16","jun","117","1","-1","0","unknown","no"
"51","self-employed","married","secondary","no","921","no","no","cellular","24","jul","188","1","-1","0","unknown","no"
"26","housemaid","married","secondary","no","13","yes","no","cellular","7","may","132","2","293","1","other","no"
"42","blue-collar","married","secondary","no","3068","yes","yes","cellular","11","may","429","2","-1","0","unknown","no"
"37","management","married","tertiary","no","-113","yes","no","unknown","29","may","219","3","-1","0","unknown","no"
"34","management","married","tertiary","no","889","yes","no","cellular","24","jul","539","1","-1","0","unknown","no"
"48","management","married","primary","no","2537","no","no","cellular","26","aug","219","6","-1","0","unknown","no"
